,mjd,dm,width,bw,peakf,fluence,E
716,58735.016395653,567.7,4.34,0.4,35.3,0.1532,1.64e+38
717,58735.016396007995,567.3,12.77,0.32,31.99,0.4085,4.373e+38
718,58735.017492352,568.6,6.24,0.2,60.09,0.375,4.014e+38
719,58735.018551142995,568.4,14.9,0.3,89.19,1.3289,1.4229999999999998e+39
720,58735.018553245995,567.1,3.66,0.3,75.85,0.2776,2.972e+38
721,58735.0185642,565.6,7.09,0.25,63.98,0.4536,4.856e+38
722,58735.019356893,564.4,5.92,0.2,72.51,0.4293,4.595e+38
723,58735.019820485,568.1,3.42,0.18,7.845,0.0268,2.874e+37
724,58735.021348982,570.0,8.03,0.2,51.18,0.411,4.399e+38
725,58735.021948411,564.5,3.55,0.15,90.8,0.3223,3.451e+38
726,58735.022426651,568.3,7.86,0.3,90.07,0.7079,7.578e+38
727,58735.02274311,564.6,2.77,0.05,66.04,0.1829,1.958e+38
728,58735.023312496,565.1,2.72,0.1,71.49,0.1945,2.0819999999999998e+38
729,58735.02333538901,566.7,3.35,0.2,94.69,0.3172,3.396e+38
730,58735.025054035,568.4,3.66,0.23,54.53,0.1996,2.136e+38
731,58735.026639952004,566.7,21.27,0.4,31.1,0.6615,7.081e+38
732,58735.027081055996,563.9,2.58,0.35,679.99,1.7544,1.8779999999999997e+39
733,58735.028468657,566.1,5.38,0.18,89.44,0.4812,5.150999999999999e+38
734,58735.028658842,569.8,3.64,0.09,4.935,0.0179,1.921e+37
735,58735.029045242,562.8,6.74,0.13,7.451,0.0502,5.373e+37
736,58735.031125232,562.3,0.94,0.35,132.12,0.1242,1.329e+38
737,58735.031125297995,564.3,3.16,0.3,325.62,1.029,1.1009999999999999e+39
738,58735.031889481,562.6,1.99,0.1,95.54,0.1901,2.035e+38
739,58735.032261719,567.6,4.07,0.15,97.26,0.3958,4.237e+38
740,58735.03266054,566.4,9.3,0.15,60.72,0.5647,6.0449999999999995e+38
741,58735.032661221,568.3,5.12,0.1,34.67,0.1775,1.9e+38
742,58735.036492035,566.2,3.39,0.2,76.24,0.2585,2.767e+38
743,58735.036766864,567.4,6.28,0.4,155.11,0.9741,1.0429999999999999e+39
744,58735.037242917,567.4,5.02,0.2,77.55,0.3893,4.167e+38
745,58735.039089157995,567.3,4.76,0.05,66.89,0.3184,3.408e+38
746,58735.040177746,566.5,4.49,0.3,69.99,0.3143,3.364e+38
747,58735.040441410994,568.3,11.01,0.3,44.35,0.4883,5.227e+38
748,58735.043385137,568.2,25.8,0.25,36.28,0.936,1.0019999999999999e+39
749,58735.044176394,563.0,3.71,0.25,90.52,0.3358,3.595e+38
750,58735.046093009005,565.0,7.5,0.132,6.538,0.0491,5.251999999999999e+37
751,58735.047246612005,565.9,9.53,0.15,90.65,0.8639,9.247999999999999e+38
752,58736.96729136,564.8,3.41,0.3,501.56,1.7103,1.8309999999999998e+39
753,58736.967865417,569.0,5.03,0.15,3.281,0.0165,1.768e+37
754,58736.969519157,569.5,8.85,0.11,44.39,0.3928,4.205e+38
755,58736.971724400995,564.7,2.91,0.4,57.48,0.1673,1.791e+38
756,58736.972247061,567.2,5.22,0.26,4.12,0.0215,2.3039999999999995e+37
757,58736.973547441,563.2,2.72,0.05,75.85,0.2063,2.209e+38
758,58736.97532977,566.0,3.39,0.13,6.434,0.0218,2.335e+37
759,58736.975374498,566.5,4.58,0.45,46.68,0.2138,2.289e+38
760,58736.979508692,564.0,2.89,0.45,256.92,0.7425,7.948e+38
761,58736.979508757,564.3,5.82,0.35,151.77,0.8833,9.455999999999999e+38
762,58736.980956490996,564.3,2.86,0.3,324.33,0.9276,9.93e+38
763,58736.981901942,567.2,7.33,0.4,47.62,0.3491,3.737e+38
764,58736.983522414004,565.4,9.67,0.25,47.4,0.4584,4.907e+38
765,58736.983880206,566.7,4.19,0.12,58.79,0.2463,2.637e+38
766,58736.98433016599,566.7,7.06,0.15,50.33,0.3553,3.8039999999999995e+38
767,58736.985641172,567.7,5.03,0.25,40.24,0.2024,2.1669999999999996e+38
768,58736.98820814901,562.2,4.46,0.11,53.78,0.2399,2.568e+38
769,58736.988393799,569.8,6.87,0.1,40.01,0.2749,2.942e+38
770,58736.990630128,569.4,5.92,0.06,6.828,0.0405,4.329999999999999e+37
771,58736.992073771,563.6,3.52,0.35,137.12,0.4827,5.167e+38
772,58736.992913357004,568.0,3.65,0.15,70.28,0.2565,2.746e+38
773,58736.992944792,563.5,2.99,0.15,80.17,0.2397,2.5659999999999997e+38
774,58736.994828737996,563.6,3.0,0.4,836.42,2.5093,2.686e+39
775,58736.995193502,566.4,2.91,0.2,127.86,0.3721,3.983e+38
776,58736.998264862,564.7,3.97,0.4,945.19,3.7524,4.0170000000000004e+39
777,58737.000755110996,565.9,4.23,0.45,67.07,0.2837,3.037e+38
778,58737.000755868,567.5,3.12,0.25,41.75,0.1303,1.3939999999999999e+38
779,58737.001628415,567.7,4.64,0.2,87.06,0.404,4.3239999999999995e+38
780,58737.003558913,565.9,6.35,0.2,51.04,0.3241,3.469e+38
781,58738.959535574,566.0,4.49,0.2,10.151,0.0456,4.878999999999999e+37
782,58738.959716725,564.5,7.61,0.17,8.113,0.0618,6.613e+37
783,58738.960148438,559.7,6.61,0.17,10.402,0.0688,7.365e+37
784,58738.960380572,567.9,8.59,0.15,7.52,0.0646,6.9149999999999995e+37
785,58738.960380647004,566.9,6.31,0.21,47.31,0.2985,3.196e+38
786,58738.960430203,568.7,6.81,0.15,4.9,0.0334,3.572e+37
787,58738.960432021,564.7,3.38,0.1,6.16,0.0208,2.229e+37
788,58738.96141842099,565.6,8.15,0.15,5.81,0.0474,5.0689999999999995e+37
789,58738.96336584401,565.8,3.95,0.05,6.81,0.0269,2.88e+37
790,58738.963680860994,565.8,5.77,0.05,7.34,0.0423,4.534e+37
791,58738.966470614,563.7,1.95,0.1,17.2,0.0335,3.5899999999999997e+37
792,58738.9674288,567.1,8.61,0.1,4.53,0.039,4.1749999999999996e+37
793,58738.968358882004,563.6,2.91,0.2,13.29,0.0387,4.1399999999999993e+37
794,58738.968358914004,565.8,6.79,0.2,5.99,0.0407,4.353999999999999e+37
795,58738.96876859901,565.1,6.79,0.05,9.12,0.0619,6.628999999999999e+37
796,58738.97077252,568.5,3.45,0.05,7.7,0.0266,2.844e+37
797,58738.971650408,566.6,5.96,0.05,6.26,0.0373,3.994e+37
798,58738.971906495,566.1,5.4,0.15,4.73,0.0255,2.734e+37
799,58738.973060545,568.3,5.4,0.15,15.89,0.0858,9.185e+37
800,58738.973109634004,567.3,12.82,0.2,4.86,0.0623,6.67e+37
801,58738.973310933,564.7,5.88,0.05,5.15,0.0303,3.242e+37
802,58738.97409271901,569.8,3.71,0.15,2.73,0.0101,1.086e+37
803,58738.97420737099,565.2,3.39,0.4,17.44,0.0591,6.3289999999999995e+37
804,58738.974207415995,564.7,2.8,0.4,6.17,0.0173,1.8489999999999999e+37
805,58738.974207585,566.1,2.24,0.4,12.79,0.0286,3.067e+37
806,58738.974354017,564.8,4.06,0.2,7.92,0.0322,3.442e+37
807,58738.976248909006,564.9,1.91,0.05,10.44,0.0199,2.1349999999999995e+37
808,58738.976686641,563.8,2.84,0.05,7.9,0.0224,2.402e+37
809,58738.977426143,566.1,5.51,0.05,9.3,0.0512,5.485e+37
810,58738.977809236,565.5,0.5,0.1,9.5,0.0047,5.0850000000000003e+36
811,58738.978531047,567.6,5.09,0.15,10.28,0.0523,5.601e+37
812,58738.978700101,566.4,5.32,0.15,14.06,0.0748,8.0069999999999995e+37
813,58738.979018682,564.7,7.46,0.2,4.78,0.0357,3.817e+37
814,58738.981353825,567.9,3.63,0.1,14.96,0.0543,5.812999999999999e+37
815,58738.983485585,563.7,5.54,0.1,5.37,0.0297,3.185e+37
816,58738.98348645,565.5,3.19,0.15,12.58,0.0401,4.296e+37
817,58738.98348649099,566.5,2.52,0.15,16.17,0.0408,4.361999999999999e+37
818,58738.985892977995,561.9,7.05,0.12,5.127,0.0362,3.87e+37
819,58738.987211824,565.2,7.34,0.15,8.43,0.0619,6.623999999999999e+37
820,58738.987950017996,566.4,1.97,0.1,22.91,0.0451,4.831e+37
821,58738.987950035,567.4,3.45,0.07,12.91,0.0445,4.768e+37
822,58738.988169778,565.5,8.47,0.15,5.45,0.0462,4.942e+37
823,58738.98856443,566.1,4.44,0.15,5.75,0.0255,2.733e+37
824,58738.988588558,567.0,2.65,0.3,22.56,0.0598,6.4e+37
825,58738.98858858,567.2,1.1,0.11,5.51,0.0061,6.488e+36
826,58738.988604877,568.4,4.37,0.3,15.52,0.0678,7.259999999999999e+37
827,58738.989113269,566.4,2.46,0.2,7.3,0.018,1.922e+37
828,58738.989778895,566.8,7.0,0.05,6.87,0.0481,5.147999999999999e+37
829,58738.990210552,569.3,6.05,0.05,7.09,0.0429,4.591999999999999e+37
830,58738.991138562,568.9,14.43,0.1,4.83,0.0697,7.4609999999999995e+37
831,58738.991425582004,569.3,7.82,0.2,10.06,0.0787,8.420999999999999e+37
832,58738.99311807,566.1,1.59,0.15,15.5,0.0246,2.6379999999999997e+37
833,58738.993118119004,565.5,1.12,0.12,16.6,0.0186,1.99e+37
834,58738.99414084599,568.7,9.09,0.1,6.19,0.0563,6.022999999999999e+37
835,58738.995007935,566.7,3.69,0.1,4.574,0.0169,1.806e+37
836,58738.996852673,567.2,7.84,0.1,3.855,0.0302,3.2349999999999995e+37
837,58738.997810547,566.4,3.19,0.25,13.85,0.0442,4.73e+37
838,58738.997810627996,563.8,4.54,0.25,9.53,0.0433,4.631999999999999e+37
839,58741.878721652996,565.7,2.82,0.4,10.89,0.0307,3.287e+37
840,58741.896348136,566.1,2.12,0.3,184.62,0.3914,4.19e+38
841,58741.90673271,564.5,5.52,0.1,8.77,0.0484,5.1820000000000005e+37
842,58741.910679445,564.0,0.85,0.4,56.91,0.0484,5.178e+37
843,58741.910679462,566.2,3.76,0.4,74.83,0.2814,3.012e+38
844,58742.89232583401,565.6,8.39,0.1,6.24,0.0524,5.604e+37
845,58742.903374702,564.5,4.21,0.105,4.398,0.0185,1.981e+37
846,58743.920048185,568.5,7.51,0.15,5.21,0.0392,4.1909999999999996e+37
847,58743.925098512,562.8,3.94,0.1,16.34,0.0644,6.892e+37
848,58743.925818802,566.5,6.2,0.15,9.54,0.0592,6.332e+37
849,58743.940609232995,566.6,3.14,0.15,19.19,0.0603,6.45e+37
850,58743.942644605,564.1,4.1,0.4,16.28,0.0668,7.144999999999999e+37
851,58744.875032122,566.0,4.77,0.14,13.287,0.0633,6.779e+37
852,58744.88426565,566.0,3.92,0.12,6.305,0.0247,2.647e+37
853,58744.896132117,566.0,2.84,0.08,20.801,0.0591,6.325999999999999e+37
854,58744.902384513,566.3,6.58,0.34,9.068,0.0597,6.386e+37
855,58745.926172894004,565.4,4.84,0.2,11.71,0.0567,6.067e+37
856,58745.926172925,565.8,6.1,0.13,5.31,0.0324,3.467e+37
857,58745.927117966,565.6,3.25,0.2,4.98,0.0162,1.7330000000000001e+37
858,58745.92711803,565.6,11.17,0.25,8.38,0.0936,1.002e+38
859,58745.927924895994,564.8,4.2,0.08,15.95,0.067,7.171e+37
860,58745.927924914,568.7,5.56,0.18,5.01,0.0279,2.982e+37
861,58745.930735422,566.7,5.03,0.15,8.19,0.0412,4.41e+37
862,58745.930868265,567.7,4.22,0.05,8.05,0.034,3.637e+37
863,58745.930975560994,568.5,4.46,0.18,6.672,0.0298,3.1869999999999996e+37
864,58745.933259008,566.4,6.4,0.1,6.88,0.044,4.714e+37
865,58745.934533431,566.7,3.52,0.1,7.43,0.0261,2.8e+37
866,58745.93500955599,569.8,7.49,0.17,4.151,0.0311,3.327e+37
867,58745.937603269005,566.0,3.72,0.1,9.65,0.0359,3.8429999999999998e+37
868,58745.939232967,568.2,6.41,0.2,5.77,0.037,3.9589999999999997e+37
869,58745.94041405,569.0,3.25,0.1,7.48,0.0243,2.6019999999999997e+37
870,58745.941749435,566.2,5.21,0.1,8.95,0.0466,4.992e+37
871,58745.943742922005,566.4,3.9,0.2,8.72,0.034,3.641e+37
872,58745.943743782,563.9,6.06,0.2,11.27,0.0683,7.311e+37
873,58745.943964729006,568.2,9.99,0.1,5.2,0.052,5.561e+37
874,58745.945355618,563.4,2.66,0.06,21.65,0.0576,6.165e+37
875,58745.945703412995,563.3,5.86,0.22,9.49,0.0556,5.953e+37
876,58745.945990997,565.6,5.06,0.15,10.63,0.0538,5.757999999999999e+37
877,58745.947020581,565.8,3.18,0.15,17.16,0.0546,5.841e+37
878,58745.947020652995,566.1,3.21,0.12,16.13,0.0518,5.543e+37
879,58745.94722356,567.2,2.58,0.05,11.08,0.0286,3.0599999999999997e+37
880,58745.947608685,566.9,7.93,0.1,5.38,0.0427,4.567e+37
881,58745.947690165,566.2,3.35,0.045,9.75,0.0327,3.496e+37
882,58745.948979035995,565.2,2.65,0.2,9.94,0.0263,2.82e+37
883,58745.950594876,564.9,5.05,0.3,7.6,0.0384,4.109e+37
884,58745.951244526,565.3,10.27,0.2,7.68,0.0789,8.442999999999999e+37
885,58745.954999362,569.1,4.46,0.4,28.33,0.1263,1.353e+38
886,58745.95499942901,565.5,4.21,0.4,28.14,0.1185,1.268e+38
887,58745.96002945401,567.5,5.68,0.1,10.42,0.0592,6.336e+37
888,58745.96087202,566.0,9.55,0.1,5.07,0.0484,5.183e+37
889,58745.961671011,567.8,5.18,0.15,15.13,0.0784,8.39e+37
890,58745.96217632599,565.3,4.26,0.2,9.36,0.0399,4.268e+37
891,58745.96531186099,565.0,3.62,0.08,14.977,0.0542,5.799e+37
892,58746.863704905,566.0,7.63,0.16,69.576,0.5309,5.683e+38
893,58746.863830256,565.0,5.3,0.15,6.45,0.0342,3.66e+37
894,58746.864158689,568.7,5.08,0.1,12.05,0.0612,6.552999999999999e+37
895,58746.867885553,566.9,5.51,0.3,16.56,0.0912,9.768e+37
896,58746.868681532,566.4,2.27,0.2,13.23,0.03,3.2149999999999995e+37
897,58746.869599253,567.0,11.49,0.4,22.09,0.2538,2.717e+38
898,58746.869828208,567.0,6.83,0.4,22.87,0.1562,1.6719999999999999e+38
899,58746.86997588901,568.0,7.75,0.05,8.32,0.0645,6.902e+37
900,58746.870272253,565.5,4.96,0.15,9.65,0.0479,5.123999999999999e+37
901,58746.871768215,568.5,5.32,0.1,9.72,0.0517,5.536e+37
902,58746.871768496,566.9,4.64,0.1,11.0,0.051,5.464e+37
903,58746.87226626401,568.2,3.84,0.1,12.88,0.0495,5.295e+37
904,58746.873475142005,566.7,4.21,0.2,11.69,0.0492,5.267999999999999e+37
905,58746.87413941901,566.0,3.82,0.1,13.64,0.0521,5.578e+37
906,58746.874139488,565.2,3.2,0.12,14.67,0.0469,5.025e+37
907,58746.874224209,567.2,3.3,0.1,21.87,0.0722,7.7259999999999995e+37
908,58746.874356734006,567.0,4.34,0.12,21.46,0.0931,9.97e+37
909,58746.87435680901,570.0,4.1,0.11,19.86,0.0814,8.717e+37
910,58746.876775877005,565.4,3.75,0.15,15.82,0.0593,6.350999999999999e+37
911,58746.877364104,567.3,7.44,0.2,27.2,0.2024,2.166e+38
912,58746.877365855995,568.0,3.78,0.2,15.74,0.0595,6.368999999999999e+37
913,58746.877365898,567.0,7.39,0.17,17.77,0.1313,1.406e+38
914,58746.87848586401,567.5,6.38,0.15,9.93,0.0634,6.782e+37
915,58746.88033334901,567.0,10.27,0.3,5.74,0.059,6.309999999999999e+37
916,58746.880334883,565.0,5.03,0.25,19.41,0.0976,1.045e+38
917,58746.880663225995,567.0,9.33,0.12,7.86,0.0733,7.849999999999999e+37
918,58746.880958039,567.2,7.07,0.22,14.34,0.1014,1.085e+38
919,58746.880958054004,566.3,5.61,0.1,5.43,0.0305,3.2609999999999998e+37
920,58746.88145078401,565.9,5.67,0.1,5.532,0.0314,3.357e+37
921,58746.8830248,562.9,2.81,0.3,24.87,0.0699,7.481e+37
922,58746.883680246,567.8,3.0,0.034,8.66,0.026,2.781e+37
923,58746.885677514,564.5,2.51,0.2,24.06,0.0604,6.464999999999999e+37
924,58746.88567752099,567.7,2.34,0.2,22.43,0.0525,5.618999999999999e+37
925,58746.885737604,566.5,4.92,0.15,7.58,0.0373,3.992e+37
926,58746.885993579,564.2,7.84,0.09699999999999999,8.47,0.0664,7.109e+37
927,58746.888603942,565.8,2.67,0.1,18.17,0.0485,5.192999999999999e+37
928,58746.888604,564.1,2.34,0.145,17.03,0.0398,4.2659999999999995e+37
929,58746.888684368,566.7,6.28,0.4,25.51,0.1602,1.715e+38
930,58746.889965822,568.2,4.44,0.4,12.07,0.0536,5.737e+37
931,58746.889965929004,566.6,12.76,0.4,9.18,0.1171,1.254e+38
932,58746.89009287,565.5,3.03,0.2,10.65,0.0323,3.454e+37
933,58746.891126927,565.9,3.02,0.05,10.35,0.0313,3.346e+37
934,58746.892985825,562.8,3.76,0.03,10.84,0.0408,4.3630000000000005e+37
935,58746.893043729004,563.6,2.95,0.05,14.1,0.0416,4.453e+37
936,58746.89316155,566.3,6.65,0.2,2.973,0.0198,2.1150000000000002e+37
937,58746.894158655,567.2,5.3,0.1,6.96,0.0369,3.9489999999999995e+37
938,58746.894497912,564.7,3.99,0.2,22.8,0.091,9.738e+37
939,58746.894497975,566.9,2.1,0.18,18.76,0.0394,4.2169999999999994e+37
940,58746.895918159,565.3,3.3,0.2,12.92,0.0426,4.564e+37
941,58746.895918218,566.4,9.97,0.3,10.52,0.1049,1.1229999999999999e+38
942,58746.895947041,565.3,2.58,0.3,61.11,0.1577,1.6879999999999999e+38
943,58746.902567494006,566.0,3.83,0.21,20.145,0.0772,8.266999999999999e+37
944,58747.844561099,565.8,7.47,0.05,10.03,0.0749,8.019999999999999e+37
945,58747.845633767,566.4,7.84,0.3,7.83,0.0614,6.571e+37
946,58747.846000743,564.9,9.59,0.2,5.81,0.0557,5.964999999999999e+37
947,58747.846408305995,570.0,4.8,0.1,7.78,0.0373,3.998e+37
948,58747.848509833,565.0,3.52,0.1,21.12,0.0743,7.957999999999999e+37
949,58747.851778271,567.0,2.42,0.3,896.24,2.1689,2.322e+39
950,58747.852664508,565.2,3.67,0.1,11.39,0.0418,4.4749999999999995e+37
951,58747.85298754599,567.1,2.87,0.07,13.23,0.038,4.0650000000000004e+37
952,58747.855606907004,567.4,3.05,0.08,17.21,0.0525,5.618999999999999e+37
953,58747.855848964005,565.4,7.75,0.05,6.64,0.0515,5.509e+37
954,58747.86000194099,568.8,5.79,0.05,9.94,0.0575,6.161e+37
955,58747.860773095,565.4,4.49,0.2,12.46,0.0559,5.988999999999999e+37
956,58747.862167043,565.8,2.32,0.15,10.34,0.024,2.568e+37
957,58747.86348668,567.0,3.84,0.07,11.75,0.0451,4.83e+37
958,58747.863486702,566.6,3.11,0.1,10.01,0.0311,3.333e+37
959,58747.863746227995,564.5,2.6,0.21,37.8,0.0983,1.052e+38
960,58747.863746234005,564.0,2.3,0.21,34.69,0.0798,8.541e+37
961,58747.864719127,565.6,6.74,0.17,11.41,0.0769,8.231999999999999e+37
962,58747.865709419006,564.8,4.73,0.185,6.81,0.0322,3.4479999999999996e+37
963,58747.866733239,566.7,4.03,0.15,8.53,0.0344,3.68e+37
964,58747.867068664,568.7,2.61,0.1,10.82,0.0282,3.023e+37
965,58748.912227745,566.0,3.59,0.15,18.456,0.0663,7.097e+37
966,58748.912813535,566.0,4.17,0.17,37.236,0.1554,1.6639999999999999e+38
967,58748.914438871,564.1,2.78,0.14,8.804,0.0244,2.617e+37
968,58748.915072065996,564.2,4.91,0.15,9.66,0.0474,5.0769999999999995e+37
969,58748.91507271,567.0,2.87,0.12,7.13,0.0205,2.191e+37
970,58748.916527244,567.0,8.91,0.14,8.62,0.0768,8.221999999999999e+37
971,58748.916561163,565.6,2.01,0.4,10.6,0.0213,2.281e+37
972,58748.916561175,565.7,9.04,0.4,13.31,0.1203,1.288e+38
973,58748.916565383,564.5,6.89,0.4,5.29,0.0365,3.902e+37
974,58748.918503295,567.1,4.44,0.15,14.53,0.0645,6.905999999999999e+37
975,58748.918503299006,566.0,5.21,0.05,4.29,0.0223,2.3929999999999996e+37
976,58748.91946342099,566.7,0.78,0.25,5.96,0.0046,4.976e+36
977,58748.91946344599,563.9,3.57,0.1,7.13,0.0255,2.725e+37
978,58748.92224799401,567.0,3.65,0.1,6.28,0.0229,2.454e+37
979,58748.924422443,566.1,2.41,0.4,5.21,0.0126,1.344e+37
980,58748.925020254006,566.5,2.21,0.4,3.3,0.0073,7.807e+36
981,58748.925020300994,567.0,5.38,0.4,10.39,0.0559,5.9839999999999995e+37
982,58748.925020502,566.9,8.68,0.4,6.19,0.0537,5.752e+37
983,58748.925665405,565.3,5.36,0.15,5.24,0.0281,3.007e+37
984,58748.926648222005,567.2,6.31,0.16,6.61,0.0417,4.464999999999999e+37
985,58748.927545205,566.2,4.19,0.19,15.44,0.0647,6.925e+37
986,58748.927545272,566.6,4.08,0.25,18.48,0.0754,8.0709999999999995e+37
987,58748.927831214,565.3,4.78,0.1,5.9,0.0282,3.019e+37
988,58748.927831873,564.5,2.4,0.3,10.87,0.0261,2.793e+37
989,58748.929596377995,565.8,3.1,0.4,134.22,0.4161,4.454e+38
990,58748.930320758,564.9,2.47,0.1,8.27,0.0204,2.187e+37
991,58748.93052897,566.3,3.2,0.15,2.566,0.0082,8.787000000000001e+36
992,58748.930822122995,565.0,4.22,0.15,16.31,0.0688,7.368e+37
993,58748.931118508,563.5,3.95,0.18,23.88,0.0943,1.01e+38
994,58748.931118544,566.3,16.42,0.18,9.67,0.1588,1.7e+38
995,58748.931655472996,569.4,4.88,0.2,8.43,0.0411,4.404e+37
996,58748.93207523,566.3,17.55,0.05,4.43,0.0777,8.323e+37
997,58748.932115398,567.0,9.76,0.12,5.18,0.0506,5.411999999999999e+37
998,58748.933152326,565.7,16.24,0.4,4.13,0.0671,7.1799999999999995e+37
999,58748.933650035,567.7,3.51,0.2,13.12,0.0461,4.929999999999999e+37
1000,58748.933650064006,568.7,1.34,0.1,4.09,0.0055,5.867e+36
1001,58748.934887599,565.5,3.77,0.15,12.18,0.0459,4.916e+37
1002,58748.937851017996,566.2,4.98,0.12,7.93,0.0395,4.227e+37
1003,58748.938465774,566.0,2.49,0.11,19.257,0.0479,5.13e+37
1004,58748.938941985,563.7,4.47,0.12,6.239,0.0279,2.9839999999999997e+37
1005,58748.939798431,566.0,2.4,0.11,47.83,0.1147,1.228e+38
1006,58748.941394457004,566.3,5.92,0.105,6.576,0.0389,4.1679999999999997e+37
1007,58748.9459006,564.5,9.65,0.28,8.91,0.086,9.208e+37
1008,58748.946804515,566.0,4.44,0.18,17.055,0.0757,8.099999999999999e+37
1009,58748.946866460996,566.0,5.32,0.5,39.236,0.2087,2.234e+38
1010,58748.947411917005,568.5,9.55,0.105,8.103,0.0774,8.284e+37
1011,58748.947598522005,565.4,5.53,0.1,3.792,0.021,2.243e+37
1012,58748.948876932,566.0,4.69,0.09,10.615,0.0498,5.328e+37
1013,58748.948914662,566.0,8.63,0.4,31.894,0.2753,2.947e+38
1014,58748.949324627,565.4,4.8,0.11,10.072,0.0484,5.179e+37
1015,58748.949840485,567.6,7.27,0.11,10.899,0.0793,8.486e+37
1016,58748.950668576,566.0,4.1,0.28,10.441,0.0428,4.583e+37
1017,58748.95087314401,566.0,3.14,0.09,8.155,0.0256,2.741e+37
1018,58749.858210514,566.8,3.01,0.22,11.51,0.0347,3.709e+37
1019,58749.860341407,565.8,3.08,0.04,10.59,0.0326,3.492e+37
1020,58749.860341832005,565.9,3.15,0.04,11.95,0.0376,4.03e+37
1021,58749.86119392,565.6,6.44,0.3,11.4,0.0734,7.859e+37
1022,58749.861193932,567.8,5.32,0.095,7.56,0.0402,4.304999999999999e+37
1023,58749.862719455996,567.9,8.35,0.1,7.01,0.0585,6.266e+37
1024,58749.864277267996,566.9,4.72,0.06,8.71,0.0411,4.400999999999999e+37
1025,58749.864472281,565.1,3.26,0.3,13.13,0.0428,4.582e+37
1026,58749.864472339,564.7,3.12,0.11,16.93,0.0528,5.653999999999999e+37
1027,58749.864753009,567.3,3.41,0.1,18.43,0.0629,6.727999999999999e+37
1028,58749.864753065995,565.5,3.21,0.06,13.27,0.0426,4.559999999999999e+37
1029,58749.86556989,565.9,3.45,0.4,13.51,0.0466,4.989e+37
1030,58749.865570885995,565.0,6.04,0.4,12.63,0.0763,8.166e+37
1031,58749.865570935995,566.7,1.68,0.4,9.49,0.0159,1.707e+37
1032,58749.865571787996,565.1,3.41,0.4,13.9,0.0474,5.073999999999999e+37
1033,58749.866620700996,567.8,2.53,0.3,15.15,0.0383,4.1029999999999997e+37
1034,58749.867805383,566.7,6.25,0.12,7.84,0.049,5.244999999999999e+37
1035,58749.868051737,565.4,3.07,0.1,6.83,0.021,2.245e+37
1036,58749.869593574,563.8,6.2,0.35,8.09,0.0502,5.369e+37
1037,58749.869844142995,563.7,1.79,0.45,11.99,0.0215,2.297e+37
1038,58749.869844937,568.2,5.05,0.45,12.5,0.0631,6.757e+37
1039,58749.869845058,566.2,2.1,0.4,4.07,0.0086,9.148999999999999e+36
1040,58749.870237680996,565.4,4.33,0.15,14.06,0.0609,6.517e+37
1041,58749.872663998,566.4,4.18,0.45,43.79,0.183,1.959e+38
1042,58749.872664035,566.7,3.2,0.21,44.01,0.1408,1.508e+38
1043,58749.873348135,566.3,8.43,0.12,17.06,0.1438,1.54e+38
1044,58749.873348202,564.2,8.91,0.1,17.07,0.1521,1.6279999999999998e+38
1045,58749.874763108,565.0,3.16,0.2,16.54,0.0523,5.594999999999999e+37
1046,58749.87519555,563.6,3.37,0.05,8.64,0.0291,3.117e+37
1047,58749.877477442,566.0,5.22,0.4,19.81,0.1034,1.107e+38
1048,58749.877845465,565.3,2.32,0.2,20.17,0.0468,5.009e+37
1049,58749.877845515,566.4,3.47,0.2,15.68,0.0544,5.824e+37
1050,58749.879137867996,567.9,7.07,0.1,8.6,0.0608,6.509e+37
1051,58749.879555245,565.1,5.66,0.12,6.59,0.0373,3.9929999999999995e+37
1052,58749.879556198,566.0,5.27,0.12,8.16,0.043,4.602999999999999e+37
1053,58749.879800705,567.1,5.47,0.1,11.33,0.062,6.634e+37
1054,58749.882287004,564.5,6.43,0.135,7.16,0.046,4.928e+37
1055,58749.882833393,566.9,6.28,0.2,11.18,0.0702,7.515999999999999e+37
1056,58749.885953122,566.8,5.49,0.26,16.08,0.0883,9.45e+37
1057,58749.885953127,566.8,1.2,0.22,5.9,0.0071,7.579e+36
1058,58749.88658537,566.4,7.83,0.13,7.9,0.0619,6.622e+37
1059,58749.88941687,565.3,2.67,0.35,33.82,0.0903,9.666e+37
1060,58749.889747623,564.3,3.44,0.35,59.9,0.2061,2.206e+38
1061,58749.892547277996,565.9,3.48,0.14,13.9,0.0484,5.178e+37
1062,58749.892803314004,567.2,3.42,0.04,13.68,0.0468,5.008e+37
1063,58749.893561664,565.3,3.96,0.12,24.46,0.0969,1.037e+38
1064,58749.893592799,565.4,4.46,0.23,21.15,0.0943,1.01e+38
1065,58749.893807212,564.6,2.32,0.45,480.04,1.1137,1.1919999999999999e+39
1066,58749.893807289,568.4,5.77,0.23,15.57,0.0898,9.617e+37
1067,58749.893808910994,566.9,3.4,0.45,8.19,0.0278,2.981e+37
1068,58750.856970403,566.0,2.83,0.26,59.481,0.1681,1.8e+38
1069,58750.85719589901,568.5,4.6,0.3,15.01,0.0691,7.391e+37
1070,58750.8574104,568.5,4.98,0.11,5.829,0.029,3.106e+37
1071,58750.85949168901,563.7,2.64,0.05,18.81,0.0497,5.315999999999999e+37
1072,58750.861083485994,564.3,5.21,0.04,9.93,0.0517,5.538e+37
1073,58750.861199049,566.1,5.29,0.11,15.78,0.0835,8.936e+37
